notification_magic_duel_winning,"Времени мало! Постарайся, ты можешь выиграть дуэль!"
notification_magic_duel_won,"Победа в дуэли! Пора забрать награду!"
notification_quest_reminder_name_v1,"😸 Появились новые задания, {0}! Помоги мне стать могущественным волшебником! Неро"
notification_quest_reminder_name_v2,"У тебя новое задание! 😼 Как думаешь, есть у тебя такая магия, {0}? Неро"
notification_quest_reminder_name_v3,"НОВОЕ ЗАДАНИЕ! 😺 {0}, приходи — посмотришь! Неро"
notification_quest_reminder_v1,"😸 Появились новые задания! Помоги мне стать могущественным волшебником! Неро"
notification_quest_reminder_v2,"У тебя новое задание! 😼 Как думаешь, есть у тебя такая магия? Неро"
notification_quest_reminder_v3,"НОВОЕ ЗАДАНИЕ! 😺 Приходи — посмотришь! Неро"
notifications_fb_invite_text,"Поиграем вместе в Bubble Witch 3 Saga!"
notifications_fb_invite_title,"Пригласить друзей"
notifications_fb_life_received_text,"Дарю тебе жизнь. Хорошего дня!"
notifications_fb_life_received_title,"Отправь жизни друзьям!"
notifications_fb_life_request_text,"У меня не осталось жизней. Можешь выслать одну?"
notifications_fb_life_request_title,"Попроси жизни у друзей!"
notifications_friend_passed_text,"{0} опередил(-а) тебя! Попытайся вернуть себе лидерство!"
notifications_house_fairies_full,"В домах твоих друзей полно фей. Это твой шанс получить дополнительную звездную пыль!"
notifications_house_fairies_left,"Похоже, часть фей осталась в домах друзей. Не забудь забрать их всех!"
notifications_lives_all_refilled_text_v1,"Все твои жизни восстановлены!"
notifications_lives_all_refilled_text_v2,"Все твои жизни вернулись! Мое заклинание сработало! Стелла"
notifications_lives_all_refilled_text_v3,"У тебя снова все 5 жизней! Замурчательно! Неро"
notifications_lives_all_refilled_title_v1,"Bubble Witch 3 Saga"
notifications_lives_all_refilled_title_v2,"Жизни пополнены!"
notifications_lives_all_refilled_title_v3,"Bubble Witch 3 Saga"
notifications_lives_one_refilled_text_v1,"К тебе вернулась 1 жизнь!"
notifications_lives_one_refilled_text_v2,"Уже можно использовать 1 жизнь. Седлай метлу! Стелла"
notifications_lives_one_refilled_text_v3,"К тебе вернулась 1 жизнь! Чего ждешь? Неро"
notifications_lives_one_refilled_title_v1,"Одна жизнь пополнена!"
notifications_lives_one_refilled_title_v2,"Одна жизнь пополнена!"
notifications_lives_one_refilled_title_v3,"Одна жизнь пополнена!"
notifications_quest_claim_reward,"У тебя еще остались награды. Не скромничай — забирай, ведь они заслуженные!"
notifications_quest_reminder_day1,"Эй! Появились новые задания! Спасибо за помощь! Теперь я стал могущественным волшебником! Неро"
notifications_quest_reminder_day1_player," Эй, {name}! Появились новые задания! Спасибо за помощь! Теперь я стал могущественным волшебником! Неро"
notifications_quest_reminder_day3,"Давненько мы не учились. Помни: повторенье — мать ученья!"
notifications_quest_reminder_day7,"Напряженная неделька выдалась! Может, расслабимся с волшебными шариками?"
